timestamp,frame_num,encode_duration,encode_size
1773458901226231,78,3594,12
1773458901309984,79,3666,15
1773458901393563,80,3628,7
1773458901476846,81,3663,5
1773458901561431,82,4212,6
1773458901644532,83,3896,23
1773458901727330,84,3737,4
1773458901811060,85,3877,17
1773458901894756,86,3962,11
1773458901977391,87,3682,15
1773458902061129,88,3884,7
1773458902144479,89,3759,15
1773458902228028,90,3797,5
1773458902311519,91,3898,20
1773458902392065,92,3334,3
1773458902475588,93,3371,2
1773458902559060,94,3415,2
1773458902643101,95,3242,2
1773458902725910,96,3251,5
1773458902809285,97,3252,2
1773458902892877,98,3264,5
1773458902976668,99,3315,5
1773458903059712,100,3259,5
1773458903143471,101,3279,2
1773458903226632,102,3283,2
1773458903315444,103,4288,37
1773458903394208,104,3194,2
1773458903477118,105,3195,2
1773458903561418,106,4163,2
1773458903643987,107,3142,2
1773458903727974,108,3174,3
1773458903812561,109,3653,19
1773458903893902,110,3146,1
1773458903978012,111,3149,1
1773458904061908,112,3404,3
1773458904145038,113,3321,8
1773458904228546,114,3701,4
1773458904311194,115,3175,1
1773458904395408,116,3230,3
1773458904478643,117,3229,2
1773458904562360,118,3209,4
1773458904645955,119,3313,5
1773458904728176,120,3169,1
1773458904811980,121,3227,2
1773458904895361,122,3178,2
1773458904978625,123,3153,2
1773458905062462,124,3222,3
1773458905145708,125,3143,3
1773458905229274,126,3246,5
1773458905312358,127,3238,3
1773458905395493,128,3135,1
1773458905479582,129,3182,2
1773458905562504,130,3161,3
1773458905646046,131,3148,3
1773458905729836,132,3210,5
1773458905813060,133,3233,5
1773458905898388,134,3468,13
1773458905980652,135,3384,8
1773458906064851,136,3999,3
1773458906147526,137,3413,7
1773458906237478,138,3906,27
1773458906314110,139,3350,7
1773458906397089,140,3395,7
1773458906480834,141,3545,5
1773458906563760,142,3261,1
1773458906647108,143,3266,1
1773458906731069,144,3253,4
1773458906813909,145,3461,1
1773458906856319,146,3270,3
1773458906897681,147,3239,2
1773458906939385,148,3251,6
1773458906981237,149,3261,4
1773458907023733,150,3986,5
1773458907065238,151,3382,8
1773458907106548,152,3231,5
1773458907148580,153,3310,2
1773458907190651,154,3382,7
1773458907231998,155,3333,2
1773458907274010,156,3344,8
1773458907315419,157,3300,5
1773458907357540,158,3426,3
1773458907398898,159,3338,3
1773458907441507,160,3468,4
1773458907482545,161,3443,2
1773458907523637,162,3293,4
1773458907565953,163,3399,7
1773458907607195,164,3388,6
1773458907649460,165,3263,3
1773458907690941,166,3337,3
1773458907733137,167,3368,7
1773458907774566,168,3338,7
1773458907816376,169,3377,8
1773458907858004,170,3374,7
1773458907899816,171,3384,2
1773458907941496,172,3342,2
1773458907984660,173,4521,2
1773458908025702,174,3736,9
1773458908066833,175,3379,2
1773458908108820,176,3489,9
1773458908150851,177,3544,12
1773458908197344,178,5651,11
1773458908233643,179,3394,6
1773458908275428,180,3476,3
1773458908317206,181,3475,3
1773458908358744,182,3468,3
1773458908400566,183,3492,9
1773458908442427,184,3468,8
1773458908484187,185,3430,2
1773458908525628,186,3491,9
1773458908567271,187,3372,2
1773458908609273,188,3429,9
1773458908650729,189,3439,8
1773458908693185,190,3829,5
1773458908735271,191,3468,9
1773458908775910,192,3427,9
1773458908817677,193,3462,9
1773458908859449,194,3435,2
1773458908901103,195,3411,9
1773458908942749,196,3465,9
1773458908984487,197,3401,8
1773458909026305,198,3436,9
1773458909074038,199,4114,31
1773458909111834,200,3954,29
1773458909149762,201,3258,2
1773458909192249,202,3527,1
1773458909239158,203,4854,10
1773458909274525,204,3171,2
1773458909315783,205,3226,1
1773458909359953,206,4019,3
1773458909399202,207,3171,3
1773458909441806,208,3300,7
1773458909483422,209,3323,3
1773458909524819,210,3201,3
1773458909567252,211,3300,1
1773458909609059,212,3317,3
1773458909649829,213,3202,3
1773458909692122,214,3280,5
1773458909735428,215,3431,8
1773458909775435,216,3229,3
1773458909817908,217,3364,7
1773458909859624,218,3641,2
1773458909900548,219,3242,3
1773458909985486,220,3492,11
1773458910069375,221,3540,13
1773458910152173,222,3310,3
1773458910235108,223,3371,2
1773458910318159,224,3417,3
1773458910359032,225,3288,2
1773458910400960,226,3251,1
1773458910442887,227,3387,5
1773458910485114,228,3376,6
1773458910527360,229,3426,11
1773458910568488,230,3351,7
1773458910610478,231,3402,2
1773458910652459,232,3386,2
1773458910694001,233,3372,7
1773458910735769,234,3404,7
1773458910777412,235,3383,8
1773458910819380,236,3382,7
1773458910861091,237,3414,9
1773458910903329,238,3446,9
1773458910944819,239,3494,11
1773458910985783,240,3395,6
1773458911027984,241,3442,2
1773458911069482,242,3435,4
1773458911111768,243,3549,3
1773458911153091,244,3506,9
1773458911194692,245,3401,2
1773458911236544,246,3429,8
1773458911278387,247,3430,9
1773458911319608,248,3358,2
1773458911361870,249,3440,9
1773458911403416,250,3440,9
1773458911445112,251,3477,11
1773458911486698,252,3456,9
1773458911527998,253,3370,6
1773458911570712,254,3480,3
1773458911611888,255,3430,9
1773458911653465,256,3389,3
1773458911695372,257,3440,9
1773458911736904,258,3497,8
1773458911779420,259,3536,12
1773458911820150,260,3403,7
1773458911862236,261,3422,9
1773458911903790,262,3488,5
1773458911945397,263,3380,2
1773458911987382,264,3486,11
1773458912028953,265,3417,8
1773458912070477,266,3390,2
1773458912118838,267,4131,16
1773458912158478,268,4526,25
1773458912193614,269,3214,1
1773458912235686,270,3465,1
1773458912278109,271,3754,3
1773458912319921,272,3199,5
1773458912361356,273,3232,5
1773458912403748,274,3301,3
1773458912444857,275,3295,2
1773458912487024,276,3326,7
1773458912528523,277,3296,2
1773458912570740,278,3436,8
1773458912612435,279,3343,7
1773458912654154,280,3326,7
1773458912695555,281,3322,7
1773458912737419,282,3352,2
1773458912779326,283,3329,7
1773458912820916,284,3508,7
1773458912863226,285,3523,13
1773458912903902,286,3319,7
1773458912945456,287,3277,5
1773458912988078,288,3537,10
1773458913028838,289,3303,5
1773458913070981,290,3355,7
1773458913113276,291,3507,12
1773458913153855,292,3283,4
1773458913197783,293,3935,27
1773458913237201,294,3361,5
1773458913279442,295,3884,3
1773458913321370,296,4059,2
1773458913362744,297,3305,2
1773458913404512,298,3271,3
1773458913446484,299,3490,3
1773458913488294,300,3346,7
1773458913530168,301,3360,8
1773458913571770,302,3368,3
1773458913613299,303,3423,5
1773458913655042,304,3337,7
1773458913696224,305,3285,1
1773458913738466,306,3336,1
1773458913782564,307,3817,23
1773458913821307,308,3207,1
1773458913863062,309,3287,4
1773458913906381,310,3515,2
1773458913947045,311,3319,7
1773458913989085,312,3324,4
1773458914030991,313,3389,3
1773458914072908,314,3408,2
1773458914114508,315,3442,5
1773458914156072,316,3459,9
1773458914198160,317,3485,3
1773458914239486,318,3408,8
1773458914281894,319,3818,11
1773458914323070,320,3397,7
1773458914364486,321,3416,9
1773458914406498,322,3527,11
1773458914447988,323,3406,5
1773458914490285,324,3505,12
1773458914535964,325,4760,3
1773458914573473,326,3487,9
1773458914615190,327,3523,11
1773458914656787,328,3457,2
1773458914698924,329,3507,11
1773458914740513,330,3554,11
1773458914783557,331,3490,11
1773458914823884,332,3577,4
1773458914865903,333,3836,11
1773458914907418,334,3505,11
1773458914948890,335,3514,11
1773458914990624,336,3493,11
1773458915032577,337,3539,4
1773458915073915,338,3468,5
1773458915115750,339,3496,4
1773458915157453,340,3518,5
1773458915204963,341,4567,49
1773458915209868,342,4589,49
1773458915237790,343,3238,1
1773458915279984,344,3724,1
1773458915322301,345,3672,1
1773458915363162,346,3168,1
1773458915405264,347,3182,3
1773458915447575,348,3284,7
1773458915489151,349,3316,7
1773458915539698,350,4245,18
1773458915578052,351,4509,45
1773458915613707,352,3253,1
1773458915655751,353,3544,1
1773458915698117,354,3735,3
1773458915739169,355,3192,3
1773458915780753,356,3212,4
1773458915823097,357,3309,3
1773458915864738,358,3313,5
1773458915906917,359,3444,11
1773458915947737,360,3260,5
1773458915989310,361,3278,5
1773458916031279,362,3386,2
1773458916073402,363,3319,5
1773458916115101,364,3396,7
1773458916156069,365,3306,5
1773458916198060,366,3515,1
1773458916239477,367,3289,1
1773458916281425,368,3298,2
1773458916323087,369,3294,3
1773458916364934,370,3318,7
1773458916406355,371,3290,5
1773458916448171,372,3314,2
1773458916490120,373,3325,3
1773458916531989,374,3298,2
1773458916573136,375,3278,5
1773458916615047,376,3286,2
1773458916656866,377,3354,3
1773458916704010,378,4753,58
1773458916739152,379,3149,1
1773458916781083,380,3197,1
1773458916828086,381,4745,35
1773458916864694,382,3090,1
1773458916906246,383,3116,1
1773458916952299,384,4377,17
1773458916989525,385,3092,1
1773458917031278,386,3127,2
1773458917077206,387,4320,31
1773458917114595,388,3130,1
1773458917156630,389,3189,3
1773458917199522,390,3551,1
1773458917241322,391,3575,4
1773458917282992,392,3305,3
1773458917324964,393,3852,2
1773458917366618,394,3346,7
1773458917407563,395,3255,5
1773458917449670,396,3296,3
1773458917491168,397,3231,1
1773458917575204,398,3318,7
1773458917661037,399,3959,8
1773458917741566,400,3214,3
1773458917824736,401,3332,1
1773458917908434,402,3264,1
1773458917991722,403,3235,3
1773458918075288,404,3275,3
1773458918244035,405,3377,11
1773458918327195,406,3513,14
1773458918408174,407,3195,2
1773458918493053,408,3421,3
1773458918576508,409,3452,9
1773458918658618,410,3184,4
1773458918745929,411,3958,16
1773458918826763,412,3473,9
1773458918909170,413,3282,3
1773458918992599,414,3910,1
1773458919075559,415,3249,3
1773458919160875,416,3269,5
1773458919242998,417,3308,5
1773458919326135,418,3234,2
1773458919409432,419,3243,4
1773458919492782,420,3236,4
1773458919576943,421,3282,5
1773458919660708,422,3378,9
1773458919743439,423,3232,2
1773458919826581,424,3214,1
1773458919909779,425,3243,2
1773458919994013,426,3293,3
1773458920076936,427,3199,3
1773458920161584,428,3370,9
1773458920243508,429,3159,2
1773458920327842,430,3300,4
1773458920410780,431,3297,4
1773458920494212,432,3250,7
1773458920577413,433,3285,5
1773458920661218,434,3355,5
1773458920744054,435,3238,3
1773458920829062,436,3237,4
1773458920911362,437,3369,7
1773458920994555,438,3252,3
1773458921077688,439,3231,5
1773458921160996,440,3241,3
1773458921244994,441,3287,2
1773458921328776,442,3862,4
1773458921411448,443,3174,2
1773458921495643,444,3303,7
1773458921578452,445,3255,3
1773458921662678,446,3514,15
1773458921744703,447,3285,1
1773458921829191,448,3721,2
1773458921912464,449,3386,1
1773458921995173,450,3215,5
1773458922166004,451,3762,11
1773458922247727,452,3315,5
1773458922329874,453,3192,1
1773458922412332,454,3464,6
1773458922495147,455,3226,4
1773458922538389,456,3517,5
1773458922578497,457,3190,1
1773458922620975,458,3242,3
1773458922662450,459,3318,1
1773458922704234,460,3233,5
1773458922745792,461,3302,4
1773458922787517,462,3244,2
1773458922829692,463,3655,2
1773458922871229,464,3309,4
1773458922912917,465,3274,2
1773458922964345,466,4479,47
1773458922996948,467,3829,3
1773458923037536,468,3188,2
1773458923079672,469,3660,1
1773458923121268,470,3234,2
1773458923162856,471,3203,5
1773458923204965,472,3271,7
1773458923246907,473,3390,4
1773458923288481,474,3329,8
1773458923330608,475,3440,11
1773458923371415,476,3232,3
1773458923414038,477,3480,3
1773458923454847,478,3295,2
1773458923497230,479,3352,9
1773458923538624,480,3492,5
1773458923580322,481,3277,7
1773458923622530,482,3404,8
1773458923663524,483,3247,5
1773458923705938,484,3473,11
1773458923746882,485,3351,1
1773458923788974,486,3375,3
1773458923830476,487,3328,5
1773458923872221,488,3217,5
1773458923915215,489,3671,18
1773458923956311,490,4015,1
1773458924002695,491,5648,5
1773458924039542,492,3465,7
1773458924086305,493,5517,7
1773458924124420,494,4063,2
1773458924164543,495,3979,3
1773458924205722,496,3278,1
1773458924247436,497,3219,4
1773458924290167,498,3302,7
1773458924332119,499,3454,13
1773458924372423,500,3241,2
1773458924414475,501,3334,2
1773458924457112,502,3632,13
1773458924497944,503,3277,3
1773458924539775,504,3461,5
1773458924581642,505,3454,7
1773458924624376,506,3595,16
1773458924664384,507,3267,4
1773458924706747,508,3400,2
1773458924749812,509,3416,5
1773458924790046,510,3327,4
1773458924834942,511,4409,11
1773458924872381,512,3182,1
1773458924914076,513,3200,1
1773458924956452,514,3594,1
1773458924997568,515,3138,3
1773458925040887,516,3473,13
1773458925081412,517,3193,4
1773458925123580,518,3287,7
1773458925165289,519,3383,6
1773458925206739,520,3266,5
1773458925249145,521,3330,3
1773458925290685,522,3227,4
1773458925331883,523,3244,5
1773458925374128,524,3278,5
1773458925417001,525,3517,15
1773458925457705,526,3295,2
1773458925498670,527,3247,4
1773458925541117,528,3386,5
1773458925588468,529,4211,13
1773458925592918,530,4179,39
1773458925623840,531,3128,1
1773458925665134,532,3555,1
1773458925710993,533,4361,8
1773458925748466,534,3111,1
1773458925790280,535,3197,4
1773458925840294,536,4051,23
1773458925915951,537,3125,2
1773458925959816,538,3534,15
1773458925999099,539,3394,1
1773458926040774,540,3224,5
1773458926082478,541,3370,1
1773458926124709,542,3301,3
1773458926166153,543,3315,5
1773458926208381,544,3493,13
1773458926249360,545,3298,4
1773458926290980,546,3246,5
1773458926332684,547,3345,3
1773458926374449,548,3241,2
1773458926416161,549,3299,5
1773458926458153,550,3274,3
1773458926499766,551,3254,3
1773458926541342,552,3281,5
1773458926583024,553,3288,5
1773458926624697,554,3304,4
1773458926666718,555,3324,7
1773458926708117,556,3286,5
1773458926749995,557,3260,5
1773458926792447,558,3607,7
1773458926834176,559,3298,4
1773458926876055,560,3487,4
1773458926916969,561,3313,5
1773458926959192,562,3341,4
1773458927000101,563,3288,3
1773458927042036,564,3225,1
1773458927084806,565,3920,5
1773458927125329,566,3212,3
1773458927169685,567,3476,3
1773458927209308,568,3298,5
1773458927250705,569,3254,5
1773458927292301,570,3275,4
1773458927334194,571,3320,2
1773458927376032,572,3414,2
1773458927417478,573,3413,7
1773458927458964,574,3359,4
1773458927500804,575,3235,4
1773458927548258,576,4752,15
1773458927583836,577,3116,1
1773458927625291,578,3132,1
1773458927668070,579,3859,1
1773458927708617,580,3121,2
1773458927750982,581,3370,1
1773458927792709,582,3760,1
1773458927834707,583,3194,4
1773458927876575,584,3307,7
1773458927918495,585,3346,7
1773458927960561,586,3965,3
1773458928001686,587,3600,5
1773458928043563,588,3486,13
1773458928085206,589,3311,2
1773458928126447,590,3400,5
1773458928168527,591,3565,5
1773458928210500,592,3557,3
1773458928252086,593,3322,7
1773458928296612,594,4314,43
1773458928334366,595,3366,1
1773458928376177,596,3240,1
1773458928418383,597,3715,1
1773458928460887,598,3370,6
1773458928503525,599,3516,14
1773458928589501,600,3650,19
1773458928629250,601,3505,3
1773458928668579,602,3501,3
1773458928710445,603,3568,2
1773458928752322,604,3373,1
1773458928794341,605,3280,3
1773458928844660,606,4265,39
1773458928877183,607,3213,2
1773458928920029,608,3248,1
1773458928961120,609,3607,1
1773458929002675,610,3307,6
1773458929043976,611,3253,2
1773458929086856,612,4007,9
1773458929127270,613,3266,5
1773458929169482,614,3380,3
1773458929211887,615,3711,6
1773458929253038,616,3351,7
1773458929293977,617,3275,4
1773458929336446,618,3418,10
1773458929377269,619,3253,1
1773458929419844,620,3384,11
1773458929461605,621,4079,1
1773458929502807,622,3276,3
1773458929544670,623,3415,4
1773458929586106,624,3255,4
1773458929627934,625,3295,7
1773458929670243,626,3425,9
1773458929711949,627,4026,5
1773458929752929,628,3289,5
1773458929795160,629,3403,8
1773458929837642,630,3489,14
1773458929878017,631,3252,4
1773458929919361,632,3185,1
1773458929961478,633,3334,3
1773458930003516,634,3333,3
1773458930046553,635,3306,6
1773458930087860,636,3970,2
1773458930128578,637,3284,5
1773458930172549,638,3371,7
1773458930214439,639,3492,13
1773458930255367,640,3308,7
1773458930295603,641,3374,2
1773458930337653,642,3745,7
1773458930379464,643,3484,3
1773458930420442,644,3338,3
1773458930462578,645,3427,7
1773458930508386,646,4613,26
1773458930544897,647,3174,1
1773458930586712,648,3225,1
1773458930628916,649,3736,1
1773458930670203,650,3258,1
1773458930712076,651,3187,3
1773458930754063,652,3204,3
1773458930796062,653,3234,5
1773458930839736,654,3620,19
1773458930879326,655,3167,3
1773458930922171,656,3411,10
1773458930963550,657,3414,3
1773458931049793,658,3598,17
1773458931091129,659,3530,12
1773458931130165,660,3229,4
1773458931171192,661,3341,1
1773458931215601,662,3702,8
1773458931254915,663,3236,5
1773458931296247,664,3224,5
1773458931338363,665,3519,5
1773458931380398,666,3357,7
1773458931421931,667,3390,3
1773458931463434,668,3326,7
1773458931505384,669,3371,7
1773458931546954,670,3386,7
1773458931588484,671,3346,3
1773458931630570,672,3380,7
1773458931672188,673,3313,5
1773458931714184,674,3364,8
1773458931755666,675,3372,7
1773458931797528,676,3440,10
1773458931840278,677,3285,3
1773458931883914,678,3645,17
1773458931923898,679,3383,7
1773458931965420,680,3625,2
1773458932007434,681,3711,14
1773458932047027,682,3259,3
1773458932089425,683,3421,11
1773458932130636,684,3384,6
1773458932173149,685,3441,6
1773458932215147,686,3607,13
1773458932256458,687,3390,3
1773458932297490,688,3360,2
1773458932339283,689,3397,6
1773458932389661,690,4305,38
1773458932429410,691,5024,55
1773458932464274,692,3192,2
1773458932506941,693,3690,4
1773458932548885,694,3918,5
1773458932589847,695,3240,5
1773458932632392,696,3481,6
1773458932673311,697,3322,7
1773458932714568,698,3260,4
1773458932757370,699,3546,11
1773458932798127,700,3316,5
1773458932840387,701,3422,5
1773458932882309,702,3418,4
1773458932923973,703,4076,2
1773458932966429,704,3723,19
1773458933007036,705,3326,3
1773458933048193,706,3235,4
1773458933089942,707,3416,2
1773458933132379,708,3428,3
1773458933173758,709,3480,5
1773458933215928,710,3309,4
1773458933258242,711,3588,3
1773458933298736,712,3316,7
1773458933382328,713,3367,2
1773458933425610,714,3483,2
1773458933465770,715,3365,7
1773458933508103,716,3562,13
1773458933549077,717,3373,2
1773458933590283,718,3304,5
1773458933632760,719,3574,11
1773458933674028,720,3366,7
1773458933716101,721,3396,3
1773458933799871,722,3470,5
1773458933841604,723,3357,7
1773458933882922,724,3452,9
1773458933924242,725,3365,6
1773458933965887,726,3340,3
1773458934008596,727,3593,13
1773458934049507,728,3283,5
1773458934091355,729,3351,8
1773458934136758,730,4452,44
1773458934215351,731,3215,1
1773458934300403,732,4079,1
1773458934383413,733,3931,5
1773458934465672,734,3197,2
1773458934549954,735,3297,3
1773458934633419,736,3316,2
1773458934716310,737,3206,4
1773458934799577,738,3216,2
1773458934883263,739,3321,7
1773458934966524,740,3313,3
1773458935050908,741,3415,9
1773458935135497,742,3868,25
1773458935216466,743,3206,3
1773458935300792,744,3370,6
1773458935392378,745,4147,26
1773458935550392,746,3267,1
1773458935634998,747,3445,3
1773458935720171,748,4015,22
1773458935800977,749,3230,5
1773458935884252,750,3314,4
1773458935967909,751,3460,4
1773458936051882,752,3372,3
1773458936135227,753,3579,3
1773458936175764,754,3138,1
1773458936217672,755,3239,2
1773458936260282,756,4026,2
1773458936301246,757,3169,2
1773458936342545,758,3156,2
1773458936384767,759,3215,4
1773458936426897,760,3240,6
1773458936468893,761,3395,11
1773458936510895,762,3379,9
1773458936552752,763,4011,3
1773458936593416,764,3332,2
1773458936637676,765,3525,11
1773458936677539,766,3404,7
1773458936718946,767,3395,9
1773458936761273,768,3481,5
1773458936804676,769,3551,7
1773458936844710,770,4144,8
1773458936886620,771,3616,14
1773458936928856,772,3802,20
1773458936969012,773,3331,5
1773458937012983,774,3818,18
1773458937053100,775,3543,7
1773458937096097,776,3764,19
1773458937137273,777,3593,4
1773458937178146,778,3469,5
1773458937220884,779,3836,17
1773458937261972,780,3584,4
1773458937303043,781,3442,8
1773458937350999,782,6391,22
1773458937390677,783,4784,13
1773458937428420,784,3617,2
1773458937472178,785,4111,26
1773458937512188,786,3541,10
1773458937553150,787,3363,7
1773458937602491,788,6622,36
1773458937640692,789,5642,6
1773458937679336,790,3325,5
1773458937722192,791,3911,13
1773458937763705,792,3345,2
1773458937804406,793,3467,10
1773458937845159,794,3449,7
1773458937886963,795,3478,11
1773458937928609,796,3428,7
1773458937970233,797,3405,7
1773458938054760,798,3310,1
1773458938136733,799,3307,1
1773458938220152,800,3388,7
1773458938302925,801,3201,1
1773458938386381,802,3202,1
1773458938470040,803,3271,3
1773458938553303,804,3212,3
1773458938636891,805,3237,4
1773458938720561,806,3307,5
1773458938804107,807,3286,2
1773458938895956,808,4056,31
1773458938976961,809,4602,15
1773458939054427,810,3290,3
1773458939142882,811,4385,23
1773458939233747,812,4294,24
1773458939304365,813,3447,5
1773458939344358,814,3438,1
1773458939429462,815,3927,7
1773458939512161,816,3381,6
1773458939594735,817,3246,2
1773458939678832,818,3381,2
1773458939761482,819,3288,4
1773458939844907,820,3258,2
1773458939928312,821,3303,3
1773458940015896,822,4052,31
1773458940053807,823,3447,3
1773458940096395,824,3582,16
1773458940138619,825,3950,9
1773458940179789,826,3495,13
1773458940222557,827,3990,13
1773458940263123,828,3511,3
1773458940305896,829,3992,27
1773458940346856,830,3706,12
1773458940389306,831,3900,26
1773458940430538,832,3917,19
1773458940472695,833,3924,25
1773458940515000,834,4116,26
1773458940555081,835,3701,13
1773458940599792,836,4542,40
1773458940639296,837,3966,20
1773458940680899,838,3817,20
1773458940724984,839,4755,23
1773458940764100,840,3754,7
1773458940806618,841,4156,29
1773458940854627,842,5351,63
1773458940860011,843,4975,63
1773458940887975,844,3489,1
1773458940929969,845,3961,3
1773458940973330,846,4270,9
1773458941014392,847,3683,10
1773458941055866,848,3674,19
1773458941098435,849,3858,7
1773458941140441,850,4108,14
1773458941183625,851,4231,33
1773458941188134,852,4212,33
1773458941223236,853,3876,17
1773458941266447,854,4536,36
1773458941306675,855,4071,21
1773458941350272,856,4324,28
1773458941390415,857,4244,19
1773458941432662,858,4091,27
1773458941475638,859,4460,37
1773458941515320,860,3984,23
1773458941556906,861,3965,19
1773458941600574,862,4487,34
1773458941641189,863,4621,23
1773458941681546,864,3783,9
1773458941725163,865,4348,32
1773458941765941,866,4308,11
1773458941806853,867,3820,6
1773458941850555,868,4456,35
1773458941890673,869,3985,23
1773458941932469,870,3827,19
1773458941976512,871,4565,13
1773458942016646,872,4376,6
1773458942056963,873,3781,9
1773458942101160,874,4609,37
1773458942141144,875,4037,23
1773458942182418,876,3816,6
1773458942226641,877,4590,38
1773458942266954,878,4045,23
1773458942308158,879,4623,6
1773458942351500,880,4653,40
1773458942391442,881,4004,6
1773458942432790,882,3867,19
1773458942478015,883,4679,39
1773458942516748,884,4065,25
1773458942557896,885,3881,4
1773458942602553,886,4814,23
1773458942641545,887,4085,24
1773458942683529,888,4586,9
1773458942727251,889,4841,43
1773458942767086,890,4092,25
1773458942808244,891,3843,7
1773458942852735,892,4944,25
1773458942892329,893,4259,26
1773458942934140,894,3972,21
1773458942975324,895,4257,19
1773458943017108,896,3977,19
1773458943058467,897,3943,19
1773458943099844,898,3774,9
1773458943141563,899,3786,9
1773458943183288,900,3814,9
1773458943225065,901,3797,6
1773458943267013,902,3818,6
1773458943308423,903,3814,19
1773458943350088,904,3815,17
1773458943391815,905,3803,17
1773458943433472,906,3815,17
1773458943474951,907,3810,17
1773458943516916,908,3782,17
1773458943578526,909,5061,64
1773458943583985,910,5040,64
1773458943589351,911,5013,64
1773458943595161,912,5507,16
1773458943600894,913,5495,16
1773458943606536,914,5442,16
1773458943612237,915,5493,16
1773458943628030,916,3840,1
1773458943640214,917,3866,1
1773458943685024,918,4854,19
1773458943723796,919,3327,9
1773458943765080,920,3168,1
1773458943850496,921,3629,4
1773458943933196,922,3544,12
1773458944015745,923,3116,1
1773458944110269,924,4536,51
1773458944267010,925,3358,5
1773458944350394,926,3436,8
1773458944433101,927,3753,2
1773458944516023,928,3251,4
1773458944599321,929,3260,1
1773458944682771,930,3242,3
1773458944766640,931,3334,5
1773458944851044,932,3478,9
1773458944934569,933,3354,4
1773458945017048,934,3481,1
1773458945100874,935,3403,7
1773458945184233,936,3390,2
1773458945267277,937,3265,5
1773458945351035,938,3392,2
1773458945435702,939,4257,5
1773458945517745,940,3272,5
1773458945601867,941,3409,9
1773458945685086,942,3417,8
1773458945767510,943,3235,4
1773458945852052,944,3431,9
1773458945935350,945,3437,9
1773458946018885,946,3250,2
1773458946186206,947,3722,18
1773458946352889,948,3424,8
1773458946686455,949,3472,5
1773458947020609,950,3507,3
1773458947353361,951,3627,3
1773458947519611,952,3325,4
1773458947603045,953,3492,2
1773458947685857,954,3203,3
1773458947853018,955,3237,2
1773458947936385,956,3323,4
1773458948019611,957,3252,5
1773458948103333,958,3306,3
1773458948186829,959,3332,3
1773458948269914,960,3287,5
1773458948353178,961,3242,1
1773458948436605,962,3237,1
1773458948520824,963,3262,4
1773458948604526,964,3222,2
1773458948686664,965,3181,1
1773458948770703,966,3276,3
1773458948854573,967,3258,1
1773458948938315,968,3445,12
1773458949020715,969,3219,1
1773458949105214,970,3358,9
1773458949188407,971,3660,7
1773458949270948,972,3192,3
1773458949355703,973,3448,2
1773458949439919,974,3375,2
1773458949521199,975,3194,1
1773458949605745,976,3391,7
1773458949688435,977,3253,3
1773458949773214,978,3978,13
1773458949854714,979,3332,1
1773458949938137,980,3220,2
1773458950021739,981,3342,3
1773458950105385,982,3225,2
1773458950188669,983,3343,4
1773458950272550,984,3408,11
1773458950355033,985,3242,2
1773458950438564,986,3255,3
1773458950522050,987,3266,1
1773458950605239,988,3301,1
1773458950688644,989,3190,1
1773458950773040,990,3255,4
1773458950855655,991,3199,4
1773458950938982,992,3220,4
1773458951022581,993,3237,2
1773458951106431,994,3274,3
1773458951189919,995,3554,5
1773458951275357,996,3883,27
